location,country_code,latitude,longitude,confirmed,dead,recovered,updated
Ibicuí,br,-14.8433209,-39.9859037,10,0,None,2020-06-13 00:20:01.459625+00:00
Mariápolis,br,-21.7963912,-51.1829113,1,0,None,2020-06-13 00:20:12.192376+00:00
Monte Carlo,br,-27.1555133,-50.9080913,8,0,None,2020-06-13 00:20:14.127373+00:00
Uru,br,-21.7845705,-49.2811677,3,1,None,2020-06-13 00:20:38.530182+00:00
Itamonte,br,-22.2864029,-44.86844869999999,41,0,None,2020-06-13 00:20:04.171711+00:00
"Perry County, Ohio",us,39.7641353,-82.25832969999999,26,1,None,2020-06-24 03:30:27.070589+00:00
Joinville,br,-26.2834213,-48.8452269,569,23,None,2020-06-13 00:20:07.317704+00:00
Lutécia,br,-22.3391503,-50.3941723,0,0,None,2020-06-13 00:20:10.302371+00:00
"Fulton County, Pennsylvania",us,39.9048759,-78.1564432,18,1,None,2020-06-24 03:30:27.070589+00:00
Urbano Santos,br,-3.2059127,-43.39881099999999,834,3,None,2020-06-13 00:20:38.515063+00:00
Shaoguan,cn,24.810879,113.59762,10,1,9,2020-06-24 03:32:45.041788+00:00
Ouriçangas,br,-12.0141706,-38.6280749,2,0,None,2020-06-13 00:20:17.677005+00:00
"Montgomery County, Pennsylvania",us,40.2290075,-75.3878525,8123,784,None,2020-06-24 03:30:27.070589+00:00
Chaozhou,cn,23.656703,116.622756,6,0,6,2020-06-24 03:32:45.041788+00:00
Marema,br,-26.8034482,-52.6288755,6,1,None,2020-06-13 00:20:11.906861+00:00
Carmópolis de Minas,br,-20.540812,-44.6386557,18,0,None,2020-06-13 00:19:50.561911+00:00
Sarandi,br,-23.4445985,-51.8764341,37,1,None,2020-06-13 00:20:29.553184+00:00
"Jefferson County, Arkansas",us,34.227351,-91.9099238,657,28,None,2020-06-24 03:30:27.070589+00:00
Pinheiros,br,-18.083333,-43.633333,53,3,None,2020-06-13 00:20:20.882956+00:00
"Socorro County, New Mexico",us,33.8837087,-106.7234639,58,5,None,2020-06-24 03:30:27.070589+00:00
Rio de Janeiro,br,-22.9068467,-43.1728965,40017,4850,None,2020-06-13 00:20:26.327257+00:00
Bordj Bou Arréridj,dz,36.0704188,4.7564046,239,239,30,2020-06-24 03:32:13.673439+00:00
Orós,br,-6.2446364,-38.9156022,94,1,None,2020-06-13 00:20:17.587296+00:00
Antônio Carlos,br,-27.5179042,-48.7684179,31,4,None,2020-06-13 00:19:42.098550+00:00
"McIntosh County, Oklahoma",us,35.3466151,-95.6457951,40,1,None,2020-06-24 03:30:27.070589+00:00
"Prentiss County, Mississippi",us,34.6324369,-88.5178518,78,3,None,2020-06-24 03:30:27.070589+00:00
Ananindeua,br,-1.3650671,-48.3746372,3416,294,None,2020-06-13 00:19:41.740055+00:00
Barretos,br,-20.5533374,-48.5703793,386,14,None,2020-06-13 00:19:44.594080+00:00
Rostock,de,54.0924406,12.0991466,179,5,None,2020-06-23 00:00:00+00:00
Centenário,br,-9.0109993,-47.3706554,1,0,None,2020-06-13 00:19:51.343350+00:00
Carnaubais,br,-5.342201,-36.8338191,21,0,None,2020-06-13 00:19:50.582432+00:00
Bursa,tr,40.1885281,29.0609636,135,None,None,2020-05-11 18:20:31.762722+00:00
Kelheim,de,48.9184118,11.886563,452,35,None,2020-06-23 00:00:00+00:00
Altötting,de,48.2246432,12.6767839,604,53,None,2020-06-23 00:00:00+00:00
Capim Branco,br,-19.5475298,-44.1301736,5,0,None,2020-06-13 00:19:49.795017+00:00
Frutuoso Gomes,br,-6.1570849,-37.8378324,5,0,None,2020-06-13 00:19:59.202693+00:00
Tacaratu,br,-9.1052044,-38.1498828,10,1,None,2020-06-13 00:20:35.600650+00:00
São Rafael,br,-5.8019756,-36.8834071,23,2,None,2020-06-13 00:20:34.948901+00:00
"Delaware County, Pennsylvania",us,39.907793,-75.3878525,7097,684,None,2020-06-22 03:30:28.753679+00:00
"Baca County, Colorado",us,37.394731,-102.5298028,12,0,None,2020-06-24 03:30:27.070589+00:00
"Upson County, Georgia",us,32.9047684,-84.3121264,324,43,None,2020-06-24 03:30:27.070589+00:00
"Schuyler County, Missouri",us,40.4857709,-92.49999179999999,4,0,None,2020-06-24 03:30:27.070589+00:00
Tieling,cn,42.223828,123.726035,7,0,7,2020-06-24 03:32:45.041788+00:00
"Desha County, Arkansas",us,33.8773585,-91.44346900000001,29,0,None,2020-06-24 03:30:27.070589+00:00
"Franklin County, Alabama",us,34.3967457,-87.6186379,783,10,None,2020-06-24 03:30:27.070589+00:00
Caririaçu,br,-7.0417977,-39.2855054,28,3,None,2020-06-13 00:19:50.401029+00:00
Shijiazhuang,cn,38.042805,114.514893,29,0,29,2020-06-24 03:32:45.041788+00:00
Enshi,cn,30.272156,109.488172,252,7,245,2020-06-24 03:32:45.041788+00:00
"DeKalb County, Alabama",us,34.5211397,-85.684578,418,5,None,2020-06-24 03:30:27.070589+00:00
Quindío,co,4.4610191,-75.667356,123,4,95,2020-06-13 00:20:43.704995+00:00
"Sitka City and Borough, Alaska",us,57.0530556,-135.33,14,0,None,2020-06-22 03:30:28.753679+00:00
Quixeramobim,br,-5.2915408,-39.4035876,434,19,None,2020-06-13 00:20:25.023457+00:00
Kalimpong,in,27.0593562,88.46945350000001,7,1,6,2020-05-17 06:03:48.996161+00:00
Algiers,dz,36.7724841,3.0551159,1327,1327,145,2020-06-24 03:32:13.514308+00:00
"El Paso County, Colorado",us,38.9108325,-104.4723301,2113,116,None,2020-06-24 03:30:27.070589+00:00
"Sharkey County, Mississippi",us,32.9860902,-90.8294002,13,0,None,2020-06-24 03:30:27.070589+00:00
"Delaware County, Indiana",us,40.2583533,-85.39627689999999,409,48,None,2020-06-22 03:30:28.753679+00:00
Itararé,br,-24.1089373,-49.33568589999999,5,0,None,2020-06-13 00:20:04.866027+00:00
"Boone County, Arkansas",us,36.3118662,-93.0175712,13,0,None,2020-06-24 03:30:27.070589+00:00
Minden-Lübbecke,de,52.33515380000001,8.7623421,492,12,None,2020-06-23 00:00:00+00:00
Hilvarenbeek,nl,51.4856827,5.138406199999999,9,None,None,2020-06-15 13:33:32.470251+00:00
"Talladega County, Alabama",us,33.4231716,-86.1344697,192,6,None,2020-06-24 03:30:27.070589+00:00
"Searcy County, Arkansas",us,35.9721,-92.6983868,7,0,None,2020-06-24 03:30:27.070589+00:00
Roseira,br,-22.9007966,-45.3089952,8,1,None,2020-06-13 00:20:26.617665+00:00
"Colbert County, Alabama",us,34.7117567,-87.89424509999999,305,5,None,2020-06-24 03:30:27.070589+00:00
Maracanaú,br,-3.8674127,-38.6261113,2643,177,None,2020-06-13 00:20:11.439857+00:00
"Tippecanoe County, Indiana",us,40.34697310000001,-86.8220341,542,8,None,2020-06-22 03:30:28.753679+00:00
Okinawa,jp,26.3343533,127.8056058,145,6,139,2020-06-13 00:21:00.696874+00:00
"Kimball County, Nebraska",us,41.1856601,-103.6362715,10,0,None,2020-06-22 03:30:28.753679+00:00
"Fulton County, Arkansas",us,36.3797374,-91.7928402,10,0,None,2020-06-24 03:30:27.070589+00:00
Linhares,br,-19.4021415,-40.0670118,607,12,None,2020-06-13 00:20:09.937563+00:00
Machado,br,-21.6782427,-45.9223323,10,0,None,2020-06-13 00:20:10.671049+00:00
"Matagorda County, Texas",us,28.8204837,-95.9832577,110,5,None,2020-06-24 03:30:27.070589+00:00
"Cullman County, Alabama",us,34.2011537,-86.8220341,313,1,None,2020-06-24 03:30:27.070589+00:00
Vila Valério,br,-18.9954309,-40.3863296,49,1,None,2020-06-13 00:20:39.592297+00:00
Cariré,br,-3.9489642,-40.4763889,150,3,None,2020-06-13 00:19:50.413075+00:00
"Sarasota County, Florida",us,27.1995986,-82.34518899999999,992,94,None,2020-06-24 03:30:27.070589+00:00
"Humboldt County, California",us,40.7450055,-123.8695086,112,4,None,2020-06-24 03:30:27.070589+00:00
"San Joaquin County, California",us,37.9175935,-121.1710389,2400,48,None,2020-06-24 03:30:27.070589+00:00
"Moffat County, Colorado",us,40.6138379,-108.2377519,9,0,None,2020-06-24 03:30:27.070589+00:00
"Morgan County, Colorado",us,40.2989226,-103.7289167,649,46,None,2020-06-24 03:30:27.070589+00:00
"Gilchrist County, Florida",us,29.6871128,-82.82097399999999,86,0,None,2020-06-24 03:30:27.070589+00:00
"Liberty County, Florida",us,30.1507777,-84.8567932,221,1,None,2020-06-24 03:30:27.070589+00:00
Lindóia do Sul,br,-27.0515862,-52.0831281,60,0,None,2020-06-13 00:20:09.895325+00:00
"Saline County, Arkansas",us,34.5708215,-92.539603,210,2,None,2020-06-24 03:30:27.070589+00:00
"Hall County, Nebraska",us,40.8817333,-98.5721016,1591,45,None,2020-06-22 03:30:28.753679+00:00
Muricilândia,br,-7.147087699999999,-48.60956299999999,4,0,None,2020-06-13 00:20:15.015478+00:00
Novo Jardim,br,-11.8204182,-46.6258357,0,0,None,2020-06-11 22:48:51.176180+00:00
Itabela,br,-16.5766594,-39.5580624,26,0,None,2020-06-13 00:20:03.532296+00:00
"Allen County, Kentucky",us,36.7650471,-86.21584969999999,154,5,None,2020-06-22 03:30:28.753679+00:00
"Buffalo County, South Dakota",us,44.0976225,-99.2785583,66,0,None,2020-06-24 03:30:27.070589+00:00
"Berrien County, Michigan",us,42.0320742,-86.7416374,915,60,None,2020-06-22 03:30:28.753679+00:00
São Joaquim,br,-28.2924762,-49.9375744,8,0,None,2020-06-13 00:20:32.813472+00:00
Mateiros,br,-10.5465668,-46.4180916,0,0,None,2020-06-13 00:20:12.474986+00:00
Novo Alegre,br,-12.9157038,-46.576126,1,1,None,2020-06-13 00:20:16.861433+00:00
Monte Santo do Tocantins,br,-10.0078852,-48.9945141,0,0,None,2020-06-13 00:20:14.216337+00:00
"Appling County, Georgia",us,31.712238,-82.25832969999999,222,13,None,2020-06-24 03:30:27.070589+00:00
Wittmund,de,53.57663110000001,7.773288999999999,41,0,None,2020-06-23 00:00:00+00:00
"Jackson County, North Carolina",us,35.3265409,-83.12200740000002,77,1,0,2020-06-22 03:31:42.157088+00:00
Schiedam,nl,51.91695989999999,4.398818599999999,57,None,None,2020-06-15 13:33:34.133910+00:00
Várzea Nova,br,-11.2531193,-40.9466551,1,0,None,2020-06-13 00:20:39.955558+00:00
"Dodge County, Georgia",us,32.1287268,-83.2077645,70,2,None,2020-06-24 03:30:27.070589+00:00
Aragoiânia,br,-16.909152,-49.44809919999999,8,0,None,2020-06-13 00:19:42.503049+00:00
Loppersum,nl,53.3321749,6.7479874,0,None,None,2020-06-15 13:33:33.105298+00:00
Santa Maria da Boa Vista,br,-8.7996918,-39.8270656,6,0,None,2020-06-13 00:20:28.071239+00:00
Xiantao,cn,30.360882,113.423482,575,22,553,2020-06-24 03:32:45.041788+00:00
Tianmen,cn,29.046809,110.482084,496,15,481,2020-06-24 03:32:45.041788+00:00
Woerden,nl,52.0798287,4.8627239,49,None,None,2020-06-15 13:33:35.233766+00:00
Morro da Garça,br,-18.5434594,-44.6020131,2,1,None,2020-06-13 00:20:14.597913+00:00
Sobradinho,br,-15.6580179,-47.7925346,62,2,None,2020-06-13 00:20:31.192905+00:00
"Barnes County, North Dakota",us,46.926176,-98.12223379999999,18,0,None,2020-06-24 03:30:27.070589+00:00
Tomé-Açu,br,-2.4183942,-48.1545546,378,25,None,2020-06-13 00:20:36.886857+00:00
Ipameri,br,-17.722004,-48.1585601,9,0,None,2020-06-13 00:20:02.812522+00:00
"Coshocton County, Ohio",us,40.27358230000001,-81.9534815,60,0,None,2020-06-24 03:30:27.070589+00:00
"Henry County, Ohio",us,41.3659897,-84.01674229999999,23,0,None,2020-06-24 03:30:27.070589+00:00
"Butts County, Georgia",us,33.2691443,-83.9532571,247,32,None,2020-06-24 03:30:27.070589+00:00
"Franklin County, Pennsylvania",us,39.8923855,-77.6536125,882,42,None,2020-06-24 03:30:27.070589+00:00
Castile and León,es,41.83568210000001,-4.397635699999999,18512,1953,8716,2020-05-22 14:18:25.542712+00:00
Jussari,br,-15.1880343,-39.4941705,5,0,None,2020-06-13 00:20:08.220699+00:00
Al Hariq,sa,23.6245445,46.5114487,17,0,12,2020-06-24 03:33:10.353912+00:00
"Berrien County, Georgia",us,31.3118535,-83.2077645,96,0,None,2020-06-24 03:30:27.070589+00:00
Salgado de São Félix,br,-7.3555209,-35.4401442,43,0,None,2020-06-13 00:20:26.939322+00:00
"Bulloch County, Georgia",us,32.3595678,-81.77870209999999,169,3,None,2020-06-24 03:30:27.070589+00:00
"Catoosa County, Georgia",us,34.8981727,-85.14793639999999,280,6,None,2020-06-24 03:30:27.070589+00:00
"Antrim County, Michigan",us,44.9730441,-85.1769095,16,0,None,2020-06-24 03:30:27.070589+00:00
Vitória do Mearim,br,-3.4604085,-44.8722032,142,2,None,2020-06-13 00:20:39.786222+00:00
Loire-Atlantique,fr,47.27804680000001,-1.8157647,891,157,674,2020-06-24 03:32:18.966104+00:00
São Desidério,br,-12.3576313,-44.9772871,37,0,None,2020-06-13 00:20:32.003894+00:00
Borebi,br,-22.569845,-48.9725204,5,0,None,2020-06-13 00:19:46.491492+00:00
Conquista D'Oeste,br,-14.5587835,-59.5725012,7,0,None,2020-06-13 00:19:53.147839+00:00
São João do Sul,br,-29.2243477,-49.8101067,8,0,None,2020-06-13 00:20:34.100571+00:00
Rurópolis,br,-4.093660499999999,-54.911215,110,3,None,2020-06-13 00:20:26.728638+00:00
Sete Barras,br,-24.3844767,-47.92799369999999,13,0,None,2020-06-13 00:20:30.850809+00:00
Tathleeth,sa,19.5342205,43.5029884,1,0,0,2020-05-10 16:49:37.538170+00:00
Candeias,br,-12.6869653,-38.46396319999999,6,0,None,2020-06-13 00:19:49.421595+00:00
Caraúbas,br,-5.7851377,-37.5598274,62,0,None,2020-06-13 00:19:50.247028+00:00
Baicheng,cn,45.619588,122.838826,1,0,1,2020-06-24 03:32:45.041788+00:00
Nova Santa Rita,br,-29.8508291,-51.27406209999999,7,0,None,2020-06-13 00:20:16.681476+00:00
Santa Cruz da Esperança,br,-21.2918668,-47.4288793,5,0,None,2020-06-13 00:20:27.463193+00:00
"Runnels County, Texas",us,31.8714508,-99.99122539999999,3,0,None,2020-06-24 03:30:27.070589+00:00
Paranã,br,-25.2520888,-52.0215415,0,0,None,2020-06-13 00:20:18.700264+00:00
"Lincoln County, Georgia",us,33.7875101,-82.4319405,24,1,None,2020-06-24 03:30:27.070589+00:00
Meizhou,cn,24.288578,116.122523,17,0,17,2020-06-24 03:32:45.041788+00:00
Pirajuba,br,-19.9096755,-48.70314219999999,3,0,None,2020-06-13 00:20:21.083651+00:00
"Santa Clara County, California",us,37.3336581,-121.8907041,3606,154,None,2020-06-24 03:30:27.070589+00:00
"Craig County, Oklahoma",us,36.7571907,-95.1432068,18,0,None,2020-06-24 03:30:27.070589+00:00
"Brown County, Kansas",us,39.770047,-95.4777811,14,0,0,2020-06-22 03:31:42.157088+00:00
"Petersburg city, Virginia",us,37.2279279,-77.40192669999999,199,3,None,2020-06-24 03:30:27.070589+00:00
Guaraci,br,-20.4999964,-48.9442224,4,0,None,2020-06-13 00:20:00.480038+00:00
Pombal,br,-6.7708458,-37.7973839,89,0,None,2020-06-13 00:20:21.858815+00:00
Campo Largo,br,-25.4596855,-49.5273149,77,2,None,2020-06-13 00:19:49.051148+00:00
São Sebastião da Grama,br,-21.7099531,-46.821526,8,1,None,2020-06-13 00:20:35.088277+00:00
Marumbi,br,-23.7062415,-51.6408616,2,0,None,2020-06-13 00:20:12.341858+00:00
"Butler County, Kentucky",us,37.2086395,-86.7013894,246,14,None,2020-06-24 03:30:27.070589+00:00
"Pipestone County, Minnesota",us,43.9973355,-96.3226072,15,0,None,2020-06-24 03:30:27.070589+00:00
Caquetá,co,0.869892,-73.8419063,25,1,21,2020-06-13 00:20:43.704995+00:00
São Joaquim do Monte,br,-8.430767,-35.8109449,56,4,None,2020-06-13 00:20:32.799232+00:00
"Sierra County, New Mexico",us,33.13459600000001,-107.1011931,7,0,None,2020-06-24 03:30:27.070589+00:00
Machadinho D'Oeste,br,-9.4200293,-62.0099694,27,1,None,2020-06-13 00:20:10.637875+00:00
"Adams County, Mississippi",us,31.5305353,-91.28910359999999,232,18,None,2020-06-24 03:30:27.070589+00:00
Maracás,br,-13.5307334,-40.5533995,8,1,None,2020-06-13 00:20:11.480259+00:00
Rancharia,br,-22.2308034,-50.8959841,12,1,None,2020-06-13 00:20:25.086426+00:00
Stede Broec,nl,52.6996021,5.2323254,19,None,None,2020-06-15 13:33:34.337242+00:00
Macaíba,br,-5.8579697,-35.3536252,216,12,None,2020-06-13 00:20:10.577662+00:00
"McLean County, Illinois",us,40.5478429,-88.86469799999999,254,13,None,2020-06-24 03:30:27.070589+00:00
Mulungu,br,-4.3033215,-38.9954814,64,1,None,2020-06-13 00:20:14.867740+00:00
"Curry County, Oregon",us,42.54405029999999,-124.2781762,7,0,None,2020-06-24 03:30:27.070589+00:00
Gers,fr,43.6366479,0.4502368,112,23,87,2020-06-24 03:32:18.957523+00:00
"Macon County, Tennessee",us,36.4983882,-85.971322,223,3,None,2020-06-24 03:30:27.070589+00:00
Shantou,cn,23.354091,116.681972,26,0,26,2020-06-24 03:32:45.041788+00:00
"Sherman County, Texas",us,36.2643429,-101.9804613,30,0,None,2020-06-24 03:30:27.070589+00:00
Rancho Queimado,br,-27.6735003,-49.0124253,2,0,None,2020-06-13 00:20:25.116616+00:00
"Montgomery County, Alabama",us,32.2077447,-86.17517590000001,3297,81,None,2020-06-24 03:30:27.070589+00:00
Ibotirama,br,-12.178205,-43.2180949,3,0,None,2020-06-13 00:20:01.736268+00:00
Djelfa,dz,34.6751691,3.2684215,215,215,11,2020-06-24 03:32:13.522907+00:00
"Cibola County, New Mexico",us,35.0947557,-107.8583868,200,11,None,2020-06-22 03:30:28.753679+00:00
"Henry County, Georgia",us,33.4347963,-84.14351359999999,992,31,None,2020-06-24 03:30:27.070589+00:00
"Monroe County, Alabama",us,31.5119068,-87.460397,163,2,None,2020-06-24 03:30:27.070589+00:00
Buriti dos Montes,br,-5.3135422,-41.0956663,4,1,None,2020-06-13 00:19:47.235093+00:00
"Fremont County, Colorado",us,38.5306514,-105.5005483,31,0,None,2020-06-24 03:30:27.070589+00:00
Campo Novo de Rondônia,br,-10.5701854,-63.618905,22,1,None,2020-06-13 00:19:49.113292+00:00
Capitão Leônidas Marques,br,-25.4932041,-53.60060319999999,4,0,None,2020-06-13 00:19:49.887657+00:00
Monte Alegre de Goiás,br,-13.24387,-47.157841,2,0,None,2020-06-13 00:20:13.955138+00:00
Palmeirante,br,-7.862463600000001,-47.936023,6,0,None,2020-06-13 00:20:18.200742+00:00
Pindorama do Tocantins,br,-11.1353951,-47.5780577,3,0,None,2020-06-13 00:20:20.749514+00:00
Pium,br,-10.4427779,-49.1798964,1,0,None,2020-06-13 00:20:21.563489+00:00
"Chariton County, Missouri",us,39.5301517,-93.0175712,6,0,None,2020-06-24 03:30:27.070589+00:00
"Vance County, North Carolina",us,36.3479057,-78.4297187,453,35,None,2020-06-24 03:30:27.070589+00:00
Leudal,nl,51.26196600000001,5.8909968,51,None,None,2020-06-15 13:33:32.973468+00:00
Piraquê,br,-6.7693867,-48.2942688,1,0,None,2020-06-13 00:20:21.276876+00:00
Colinas,br,-6.0433667,-44.1720266,13,0,None,2020-06-13 00:19:52.423304+00:00
Tenente Laurentino Cruz,br,-6.146944599999999,-36.7182992,12,0,None,2020-06-13 00:20:36.262751+00:00
Tindouf,dz,27.6761012,-8.1276526,16,16,1,2020-06-24 03:32:13.690905+00:00
Viamão,br,-30.0722165,-51.0969571,74,9,None,2020-06-13 00:20:39.339027+00:00
Teofilândia,br,-11.4820945,-38.9979049,116,0,None,2020-06-13 00:20:36.312113+00:00
Itabirinha,br,-18.5683612,-41.2345276,6,0,None,2020-06-13 00:20:03.628494+00:00
Hengyang,cn,26.893368,112.572018,48,0,48,2020-06-24 03:32:45.041788+00:00
Videira,br,-27.0052075,-51.15439500000001,31,0,None,2020-06-13 00:20:39.442811+00:00
Exu,br,-7.5761549,-39.734338,3,1,None,2020-06-13 00:19:57.831583+00:00
"Butler County, Kansas",us,37.8649441,-96.83509989999999,51,0,None,2020-06-24 03:30:27.070589+00:00
Thrissur,in,10.5276416,76.2144349,45,1,15,2020-05-29 08:50:15.643092+00:00
Iguatemi,br,-23.6759953,-54.56010269999999,3,1,None,2020-06-13 00:20:02.148221+00:00
Água Azul do Norte,br,-6.8033725,-50.48631510000001,13,0,None,2020-06-13 00:20:40.242091+00:00
Água Branca,br,-9.2613574,-37.9361482,126,10,None,2020-06-13 00:20:40.288760+00:00
São João do Pau d'Alho,br,-21.2698692,-51.6653126,1,0,None,2020-06-13 00:20:34.009880+00:00
"Henderson County, Tennessee",us,35.6427245,-88.4016041,22,0,None,2020-06-24 03:30:27.070589+00:00
Visconde do Rio Branco,br,-21.013792,-42.8376099,9,1,None,2020-06-13 00:20:39.657006+00:00
"Lyon County, Iowa",us,43.3954333,-96.15269850000001,36,0,None,2020-06-24 03:30:27.070589+00:00
Lauro de Freitas,br,-12.8820575,-38.3148204,768,11,None,2020-06-13 00:20:09.510193+00:00
"New London County, Connecticut",us,41.5185189,-72.0468164,1214,101,None,2020-06-24 03:30:27.070589+00:00
"Logan County, Illinois",us,40.061338,-89.3226954,13,0,None,2020-06-24 03:30:27.070589+00:00
"Johnson County, Missouri",us,38.6744747,-93.8248241,89,0,None,2020-06-24 03:30:27.070589+00:00
Fangshan district,cn,39.749144,116.143267,20,0,3,2020-06-24 03:32:45.041788+00:00
Guarabira,br,-6.8512654,-35.4922717,1098,11,None,2020-06-13 00:20:00.458075+00:00
Itatiba do Sul,br,-27.3851188,-52.454285,4,0,None,2020-06-13 00:20:04.945457+00:00
"Park County, Montana",us,45.4788485,-110.6082522,9,0,None,2020-06-24 03:30:27.070589+00:00
Icatu,br,-2.7738739,-44.062008,82,1,None,2020-06-13 00:20:01.786986+00:00
Prainha,br,-1.8016239,-53.4805211,50,2,None,2020-06-13 00:20:23.633738+00:00
Valle d'Aosta,it,45.73750286,7.320149366,1193,146,1042,2020-06-24 03:32:16.707514+00:00
"Lawrence County, Missouri",us,37.1500679,-93.8248241,13,0,None,2020-06-24 03:30:27.070589+00:00
"Taliaferro County, Georgia",us,33.56978780000001,-82.8855961,2,0,None,2020-06-24 03:30:27.070589+00:00
Lagoa da Canoa,br,-9.830487,-36.7363876,44,2,None,2020-06-13 00:20:08.695023+00:00
Val-d'Oise,fr,49.0615901,2.1581351,3558,702,2487,2020-06-24 03:32:18.988047+00:00
"New Hanover County, North Carolina",us,34.2154913,-77.88245959999999,611,5,0,2020-06-22 03:31:42.157088+00:00
"Ware County, Georgia",us,31.134411,-82.4752757,335,15,None,2020-06-24 03:30:27.070589+00:00
"Lorain County, Ohio",us,41.4116881,-82.12783999999999,854,66,None,2020-06-24 03:30:27.070589+00:00
"Maury County, Tennessee",us,35.6195242,-87.14228949999999,224,2,None,2020-06-24 03:30:27.070589+00:00
"Coleman County, Texas",us,31.7320219,-99.456155,3,0,None,2020-06-24 03:30:27.070589+00:00
"Monroe County, West Virginia",us,37.5601958,-80.5882803,9,0,None,2020-06-24 03:30:27.070589+00:00
"Shawano County, Wisconsin",us,44.7683909,-88.7108964,70,0,None,2020-06-24 03:30:27.070589+00:00
Santa Rita,br,-7.075819999999999,-34.994751,858,80,None,2020-06-13 00:20:28.326804+00:00
Camacan,br,-15.4201038,-39.49640369999999,150,1,None,2020-06-13 00:19:48.539639+00:00
Ernakulam,in,9.9816358,76.2998842,38,1,24,2020-05-29 08:50:15.697546+00:00
Camanducaia,br,-22.753817,-46.1419896,68,1,None,2020-06-13 00:19:48.560164+00:00
Goiatuba,br,-18.0127526,-49.36668419999999,16,2,None,2020-06-13 00:19:59.779810+00:00
Itapetininga,br,-23.5890378,-48.0488371,151,9,None,2020-06-13 00:20:04.451710+00:00
Montes Claros,br,-16.7286406,-43.8582139,116,3,None,2020-06-13 00:20:14.344363+00:00
São João da Ponta,br,-0.8577566999999999,-47.9812152,10,1,None,2020-06-13 00:20:33.657242+00:00
